Well,Omit,Sample,Target,Dye,Task,Cq,Quantity,plate_id,inhibition_testing,is_primary_value,well_id,is_dilution
B6,FALSE,C_N49_072120_2,N1 Twist man,FAM,Unknown,31.6988028,81.7666983,27,N,Y,27_B5,
C4,FALSE,C_N49_072120_3,N1 Twist man,FAM,Unknown,31.2258296,112.497839,27,N,Y,27_B6,
C5,FALSE,C_N49_072120_3,N1 Twist man,FAM,Unknown,31.0126916,129.893539,27,N,Y,27_C4,
C6,FALSE,C_N49_072120_3,N1 Twist man,FAM,Unknown,30.8797472,142.081154,27,N,Y,27_C5,
D4,FALSE,C_N49_072120_4,N1 Twist man,FAM,Unknown,31.1105003,121.599666,27,N,Y,27_C6,
D5,FALSE,C_N49_072120_4,N1 Twist man,FAM,Unknown,31.0823394,123.931795,27,N,Y,27_D4,
D6,FALSE,C_N49_072120_4,N1 Twist man,FAM,Unknown,31.2068202,113.949755,27,N,Y,27_D5,
E4,FALSE,C_N49_072120_5,N1 Twist man,FAM,Unknown,31.2349261,111.809617,27,N,Y,27_D6,
E5,FALSE,C_N49_072120_5,N1 Twist man,FAM,Unknown,31.3454048,103.779607,27,N,Y,27_E4,
E6,FALSE,C_N49_072120_5,N1 Twist man,FAM,Unknown,30.9882751,132.050755,27,N,Y,27_E5,
F4,FALSE,C_N49_072120_6,N1 Twist man,FAM,Unknown,31.0840773,123.786584,27,N,Y,27_E6,
F5,FALSE,C_N49_072120_6,N1 Twist man,FAM,Unknown,31.3936467,100.456611,27,N,Y,27_F4,
F6,FALSE,C_N49_072120_6,N1 Twist man,FAM,Unknown,30.7174221,158.523314,27,N,Y,27_F5,
B7,FALSE,C_S68_072120_2,N1 Twist man,FAM,Unknown,29.8227752,289.867327,27,N,Y,27_F6,
B8,FALSE,C_S68_072120_2,N1 Twist man,FAM,Unknown,29.450969,372.501422,27,N,Y,27_B7,
B9,FALSE,C_S68_072120_2,N1 Twist man,FAM,Unknown,29.334028,403.077286,27,N,Y,27_B8,
C7,FALSE,C_S68_072120_3,N1 Twist man,FAM,Unknown,28.6966031,619.634701,27,N,Y,27_B9,
C8,FALSE,C_S68_072120_3,N1 Twist man,FAM,Unknown,29.4711711,367.459336,27,N,Y,27_C7,
C9,FALSE,C_S68_072120_3,N1 Twist man,FAM,Unknown,29.2723124,420.212782,27,N,Y,27_C8,
D7,FALSE,C_S68_072120_4,N1 Twist man,FAM,Unknown,29.3926819,387.439961,27,N,Y,27_C9,
D8,FALSE,C_S68_072120_4,N1 Twist man,FAM,Unknown,29.3039215,411.34733,27,N,Y,27_D7,
D9,FALSE,C_S68_072120_4,N1 Twist man,FAM,Unknown,29.3433795,400.542498,27,N,Y,27_D8,
E7,FALSE,C_S68_072120_5,N1 Twist man,FAM,Unknown,29.8480603,284.964956,27,N,Y,27_D9,
E8,FALSE,C_S68_072120_5,N1 Twist man,FAM,Unknown,29.603776,336.015897,27,N,Y,27_E7,
E9,FALSE,C_S68_072120_5,N1 Twist man,FAM,Unknown,29.7114528,312.473771,27,N,Y,27_E8,
F7,FALSE,C_S68_072120_6,N1 Twist man,FAM,Unknown,30.0761369,244.327016,27,N,Y,27_E9,
F8,FALSE,C_S68_072120_6,N1 Twist man,FAM,Unknown,29.6241659,331.425692,27,N,Y,27_F7,
F9,FALSE,C_S68_072120_6,N1 Twist man,FAM,Unknown,30.0876221,242.441336,27,N,Y,27_F8,
A1,FALSE,NTC,N1 Twist man,FAM,Negative Control,Undetermined,,27,N,Y,27_F9,
A2,FALSE,NTC,N1 Twist man,FAM,Negative Control,Undetermined,,27,N,Y,27_A1,
A3,FALSE,NTC,N1 Twist man,FAM,Negative Control,Undetermined,,27,N,Y,27_A2,
H4,FALSE,SF_OSP_INF_COMP_7_21_1,N1 Twist man,FAM,Unknown,33.2326539,29.0537111,27,N,Y,27_A3,
H5,FALSE,SF_OSP_INF_COMP_7_21_1,N1 Twist man,FAM,Unknown,32.4725372,48.5170317,27,N,Y,27_H4,
H6,FALSE,SF_OSP_INF_COMP_7_21_1,N1 Twist man,FAM,Unknown,32.5528166,45.9594309,27,N,Y,27_H5,
G7,FALSE,SF_SEP_RAW_COMP_7_21_1,N1 Twist man,FAM,Unknown,29.9786675,260.931949,27,N,Y,27_H6,
G8,FALSE,SF_SEP_RAW_COMP_7_21_1,N1 Twist man,FAM,Unknown,30.2576008,216.17612,27,N,Y,27_G7,
G9,FALSE,SF_SEP_RAW_COMP_7_21_1,N1 Twist man,FAM,Unknown,30.004483,256.427175,27,N,Y,27_G8,
A1,FALSE,1.00E+04,PMMoV Ultra man,FAM,Standard,29.4685553,10000,28,N,Y,#REF!,
A2,FALSE,1.00E+04,PMMoV Ultra man,FAM,Standard,29.4664941,10000,28,N,Y,28_A1,
A3,FALSE,1.00E+04,PMMoV Ultra man,FAM,Standard,29.6170518,10000,28,N,Y,28_A2,
B1,FALSE,1.00E+05,PMMoV Ultra man,FAM,Standard,25.3958074,100000,28,N,Y,28_A12,
B2,FALSE,1.00E+05,PMMoV Ultra man,FAM,Standard,25.8402847,100000,28,N,Y,28_B1,
B3,FALSE,1.00E+05,PMMoV Ultra man,FAM,Standard,25.8341309,100000,28,N,Y,28_B2,
C1,FALSE,1.00E+06,PMMoV Ultra man,FAM,Standard,22.5187524,1000000,28,N,Y,28_B12,
C2,FALSE,1.00E+06,PMMoV Ultra man,FAM,Standard,22.4734412,1000000,28,N,Y,28_C1,
C3,FALSE,1.00E+06,PMMoV Ultra man,FAM,Standard,22.8739351,1000000,28,N,Y,28_C2,
D1,FALSE,1.00E+07,PMMoV Ultra man,FAM,Standard,18.9731533,10000000,28,N,Y,28_C12,
D2,FALSE,1.00E+07,PMMoV Ultra man,FAM,Standard,19.2159553,10000000,28,N,Y,28_D1,
D3,FALSE,1.00E+07,PMMoV Ultra man,FAM,Standard,19.0793005,10000000,28,N,Y,28_D2,
H7,FALSE,B_RV_072220_1,PMMoV Ultra man,FAM,Unknown,30.2137149,5727.97382,28,N,Y,28_H6,
H8,FALSE,B_RV_072220_1,PMMoV Ultra man,FAM,Unknown,30.2857981,5457.79633,28,N,Y,28_H7,
H9,FALSE,B_RV_072220_1,PMMoV Ultra man,FAM,Unknown,30.2031407,5768.71655,28,N,Y,28_H8,
H10,FALSE,B_SD2_072220_1,PMMoV Ultra man,FAM,Unknown,29.8596571,7262.20671,28,N,Y,28_H9,
H11,FALSE,B_SD2_072220_1,PMMoV Ultra man,FAM,Unknown,29.6831693,8174.19305,28,N,Y,28_H10,
H12,FALSE,B_SD2_072220_1,PMMoV Ultra man,FAM,Unknown,29.8896879,7117.4847,28,N,Y,28_H11,
A10,FALSE,B_SQ_072220_1,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_A9,
A11,FALSE,B_SQ_072220_1,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_A10,
A12,FALSE,B_SQ_072220_1,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_A11,
B10,FALSE,B_SQ_072220_2,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_B9,
B11,FALSE,B_SQ_072220_2,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_B10,
B12,FALSE,B_SQ_072220_2,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_B11,
C10,FALSE,B_SQ_072220_3,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_C9,
C11,FALSE,B_SQ_072220_3,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_C10,
C12,FALSE,B_SQ_072220_3,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_C11,
D10,FALSE,B_SQ_072220_4,PMMoV Ultra man,FAM,Unknown,38.490272,22.3184101,28,N,Y,28_D9,
D11,FALSE,B_SQ_072220_4,PMMoV Ultra man,FAM,Unknown,40.6731183,5.16687848,28,N,Y,28_D10,
D12,FALSE,B_SQ_072220_4,PMMoV Ultra man,FAM,Unknown,39.1505236,14.3371045,28,N,Y,28_D11,
E10,FALSE,B_SQ_072220_5,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_E9,
E11,FALSE,B_SQ_072220_5,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_E10,
E12,FALSE,B_SQ_072220_5,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_E11,
F10,FALSE,B_SQ_072220_6,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_F9,
F11,FALSE,B_SQ_072220_6,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_F10,
F12,FALSE,B_SQ_072220_6,PMMoV Ultra man,FAM,Unknown,Undetermined,,28,N,Y,28_F11,
G10,FALSE,B_SR_072220_1,PMMoV Ultra man,FAM,Unknown,26.0568113,92916.2593,28,N,Y,28_G9,
G11,FALSE,B_SR_072220_1,PMMoV Ultra man,FAM,Unknown,26.1481033,87400.9736,28,N,Y,28_G10,
G12,FALSE,B_SR_072220_1,PMMoV Ultra man,FAM,Unknown,26.0641848,92458.1629,28,N,Y,28_G11,
G4,FALSE,C_ADA_072120_1,PMMoV Ultra man,FAM,Unknown,25.9801724,97814.1312,28,N,Y,28_F12,
G5,FALSE,C_ADA_072120_1,PMMoV Ultra man,FAM,Unknown,25.932049,101020.731,28,N,Y,28_G4,
G6,FALSE,C_ADA_072120_1,PMMoV Ultra man,FAM,Unknown,25.892076,103764.028,28,N,Y,28_G5,
A4,FALSE,C_N49_072120_1,PMMoV Ultra man,FAM,Unknown,25.9931175,96969.0727,28,N,Y,28_A3,
A5,FALSE,C_N49_072120_1,PMMoV Ultra man,FAM,Unknown,25.5541656,130140.912,28,N,Y,28_A4,
A6,FALSE,C_N49_072120_1,PMMoV Ultra man,FAM,Unknown,25.4008943,144222.06,28,N,Y,28_A5,
B4,FALSE,C_N49_072120_2,PMMoV Ultra man,FAM,Unknown,26.7608413,57962.3336,28,N,Y,28_B3,
B5,FALSE,C_N49_072120_2,PMMoV Ultra man,FAM,Unknown,26.9081409,52512.946,28,N,Y,28_B4,
B6,FALSE,C_N49_072120_2,PMMoV Ultra man,FAM,Unknown,27.043591,47955.27,28,N,Y,28_B5,
C4,FALSE,C_N49_072120_3,PMMoV Ultra man,FAM,Unknown,26.4047808,73586.2166,28,N,Y,28_C3,
C5,FALSE,C_N49_072120_3,PMMoV Ultra man,FAM,Unknown,26.4580109,71006.9662,28,N,Y,28_C4,
C6,FALSE,C_N49_072120_3,PMMoV Ultra man,FAM,Unknown,26.2386255,82255.4916,28,N,Y,28_C5,
D4,FALSE,C_N49_072120_4,PMMoV Ultra man,FAM,Unknown,25.9557618,99427.7504,28,N,Y,28_D3,
D5,FALSE,C_N49_072120_4,PMMoV Ultra man,FAM,Unknown,26.8094703,56103.4763,28,N,Y,28_D4,
D6,FALSE,C_N49_072120_4,PMMoV Ultra man,FAM,Unknown,26.2176383,83420.8018,28,N,Y,28_D5,
E4,FALSE,C_N49_072120_5,PMMoV Ultra man,FAM,Unknown,26.5557147,66505.7229,28,N,Y,28_D12,
E5,FALSE,C_N49_072120_5,PMMoV Ultra man,FAM,Unknown,26.1084339,89756.1451,28,N,Y,28_E4,
E6,FALSE,C_N49_072120_5,PMMoV Ultra man,FAM,Unknown,26.2863552,79665.5598,28,N,Y,28_E5,
F4,FALSE,C_N49_072120_6,PMMoV Ultra man,FAM,Unknown,26.3899776,74320.0061,28,N,Y,28_E12,
F5,FALSE,C_N49_072120_6,PMMoV Ultra man,FAM,Unknown,26.2552532,81343.8101,28,N,Y,28_F4,
F6,FALSE,C_N49_072120_6,PMMoV Ultra man,FAM,Unknown,26.3470552,76489.2856,28,N,Y,28_F5,
B7,FALSE,C_S68_072120_2,PMMoV Ultra man,FAM,Unknown,25.2084134,164083.016,28,N,Y,28_B6,
B8,FALSE,C_S68_072120_2,PMMoV Ultra man,FAM,Unknown,25.3473817,149489.066,28,N,Y,28_B7,
B9,FALSE,C_S68_072120_2,PMMoV Ultra man,FAM,Unknown,25.4024535,144071.415,28,N,Y,28_B8,
C7,FALSE,C_S68_072120_3,PMMoV Ultra man,FAM,Unknown,25.3799516,146260.885,28,N,Y,28_C6,
C8,FALSE,C_S68_072120_3,PMMoV Ultra man,FAM,Unknown,25.1870474,166449.829,28,N,Y,28_C7,
C9,FALSE,C_S68_072120_3,PMMoV Ultra man,FAM,Unknown,25.6772321,119836.386,28,N,Y,28_C8,
D7,FALSE,C_S68_072120_4,PMMoV Ultra man,FAM,Unknown,25.6283631,123826.799,28,N,Y,28_D6,
D8,FALSE,C_S68_072120_4,PMMoV Ultra man,FAM,Unknown,25.6080282,125526.15,28,N,Y,28_D7,
D9,FALSE,C_S68_072120_4,PMMoV Ultra man,FAM,Unknown,25.6508763,121972.233,28,N,Y,28_D8,
E7,FALSE,C_S68_072120_5,PMMoV Ultra man,FAM,Unknown,25.6911576,118723.019,28,N,Y,28_E6,
E8,FALSE,C_S68_072120_5,PMMoV Ultra man,FAM,Unknown,25.6319612,123528.52,28,N,Y,28_E7,
E9,FALSE,C_S68_072120_5,PMMoV Ultra man,FAM,Unknown,25.8014043,110266.015,28,N,Y,28_E8,
F7,FALSE,C_S68_072120_6,PMMoV Ultra man,FAM,Unknown,25.694672,118443.676,28,N,Y,28_F6,
F8,FALSE,C_S68_072120_6,PMMoV Ultra man,FAM,Unknown,25.5847674,127498.63,28,N,Y,28_F7,
F9,FALSE,C_S68_072120_6,PMMoV Ultra man,FAM,Unknown,25.9740377,98217.1759,28,N,Y,28_F8,
A7,FALSE,NTC,PMMoV Ultra man,FAM,Negative Control,Undetermined,,28,N,Y,28_A6,
A8,FALSE,NTC,PMMoV Ultra man,FAM,Negative Control,Undetermined,,28,N,Y,28_A7,
A9,FALSE,NTC,PMMoV Ultra man,FAM,Negative Control,39.0265444,,28,N,Y,28_A8,
H4,FALSE,SF_OSP_INF_COMP_7_21_1,PMMoV Ultra man,FAM,Unknown,24.3041139,300821.381,28,N,Y,28_G12,
H5,FALSE,SF_OSP_INF_COMP_7_21_1,PMMoV Ultra man,FAM,Unknown,24.2897844,303724.685,28,N,Y,28_H4,
H6,FALSE,SF_OSP_INF_COMP_7_21_1,PMMoV Ultra man,FAM,Unknown,24.4933827,264979.233,28,N,Y,28_H5,
G7,FALSE,SF_SEP_RAW_COMP_7_21_1,PMMoV Ultra man,FAM,Unknown,25.3637129,147861.585,28,N,Y,28_G6,
G8,FALSE,SF_SEP_RAW_COMP_7_21_1,PMMoV Ultra man,FAM,Unknown,25.2789076,156510.153,28,N,Y,28_G7,
G9,FALSE,SF_SEP_RAW_COMP_7_21_1,PMMoV Ultra man,FAM,Unknown,25.3341434,150821.463,28,N,Y,28_G8,
B1,TRUE,20,bCoV Ultra man,FAM,Standard,Undetermined,20,32,N,Y,32_B1,N
B2,TRUE,20,bCoV Ultra man,FAM,Standard,Undetermined,20,32,N,Y,32_B2,N
B3,TRUE,20,bCoV Ultra man,FAM,Standard,Undetermined,20,32,N,Y,32_B3,N
C1,TRUE,1.00E+02,bCoV Ultra man,FAM,Standard,Undetermined,100,32,N,Y,32_C1,N
C2,FALSE,1.00E+02,bCoV Ultra man,FAM,Standard,37.895347,100,32,N,Y,32_C2,N
C3,FALSE,1.00E+02,bCoV Ultra man,FAM,Standard,37.8798921,100,32,N,Y,32_C3,N
D1,FALSE,1.00E+03,bCoV Ultra man,FAM,Standard,35.4578431,1000,32,N,Y,32_D1,N
D2,FALSE,1.00E+03,bCoV Ultra man,FAM,Standard,36.2196776,1000,32,N,Y,32_D2,N
D3,FALSE,1.00E+03,bCoV Ultra man,FAM,Standard,34.962176,1000,32,N,Y,32_D3,N
E1,FALSE,1.00E+04,bCoV Ultra man,FAM,Standard,30.899736,10000,32,N,Y,32_E1,N
E2,FALSE,1.00E+04,bCoV Ultra man,FAM,Standard,31.0573358,10000,32,N,Y,32_E2,N
E3,FALSE,1.00E+04,bCoV Ultra man,FAM,Standard,30.9727322,10000,32,N,Y,32_E3,N
F1,FALSE,1.00E+05,bCoV Ultra man,FAM,Standard,26.8304171,100000,32,N,Y,32_F1,N
F2,FALSE,1.00E+05,bCoV Ultra man,FAM,Standard,27.0126018,100000,32,N,Y,32_F2,N
F3,FALSE,1.00E+05,bCoV Ultra man,FAM,Standard,27.0513136,100000,32,N,Y,32_F3,N
G1,FALSE,1.00E+06,bCoV Ultra man,FAM,Standard,23.3116858,1000000,32,N,Y,32_G1,N
G2,FALSE,1.00E+06,bCoV Ultra man,FAM,Standard,23.3967123,1000000,32,N,Y,32_G2,N
G3,FALSE,1.00E+06,bCoV Ultra man,FAM,Standard,23.3590355,1000000,32,N,Y,32_G3,N
H1,FALSE,1.00E+07,bCoV Ultra man,FAM,Standard,19.2068114,10000000,32,N,Y,32_H1,N
H2,FALSE,1.00E+07,bCoV Ultra man,FAM,Standard,19.7591171,10000000,32,N,Y,32_H2,N
H3,FALSE,1.00E+07,bCoV Ultra man,FAM,Standard,19.5473933,10000000,32,N,Y,32_H3,N
D7,FALSE,6-23_N_2_A,bCoV Ultra man,FAM,Unknown,32.2153284,4782.51746,32,N,Y,32_D7,N
D8,FALSE,6-23_N_2_A,bCoV Ultra man,FAM,Unknown,Undetermined,,32,N,Y,32_D8,N
D9,FALSE,6-23_N_2_A,bCoV Ultra man,FAM,Unknown,Undetermined,,32,N,Y,32_D9,N
H4,FALSE,6-23_S_2_A,bCoV Ultra man,FAM,Unknown,32.9114394,3144.05786,32,N,Y,32_H4,N
H5,FALSE,6-23_S_2_A,bCoV Ultra man,FAM,Unknown,33.0990613,2807.96414,32,N,Y,32_H5,N
G4,FALSE,6-23_S_8_A,bCoV Ultra man,FAM,Unknown,36.6430029,331.874419,32,N,Y,32_G4,N
A7,FALSE,7_14_S_1_AMI,bCoV Ultra man,FAM,Unknown,37.0869313,253.981266,32,N,Y,32_A7,N
A8,FALSE,7_14_S_1_AMI,bCoV Ultra man,FAM,Unknown,37.7915086,166.119312,32,N,Y,32_A8,N
A9,FALSE,7_14_S_1_AMI,bCoV Ultra man,FAM,Unknown,36.2673944,416.166547,32,N,Y,32_A9,N
B7,FALSE,7_14_S_2_AMI,bCoV Ultra man,FAM,Unknown,36.0257414,481.399455,32,N,Y,32_B7,N
B8,FALSE,7_14_S_2_AMI,bCoV Ultra man,FAM,Unknown,35.8154072,546.447136,32,N,Y,32_B8,N
B9,FALSE,7_14_S_2_AMI,bCoV Ultra man,FAM,Unknown,36.7040367,319.890822,32,N,Y,32_B9,N
C7,FALSE,7_14_S_3_AMI,bCoV Ultra man,FAM,Unknown,35.1712126,805.616053,32,N,Y,32_C7,N
C8,FALSE,7_14_S_3_AMI,bCoV Ultra man,FAM,Unknown,36.490197,363.882947,32,N,Y,32_C8,N
C9,FALSE,7_14_S_3_AMI,bCoV Ultra man,FAM,Unknown,35.5662397,634.969791,32,N,Y,32_C9,N
D4,FALSE,7_14_S40mL-HI_R1,bCoV Ultra man,FAM,Unknown,39.1236923,74.4388348,32,N,Y,32_D4,N
D5,FALSE,7_14_S40mL-HI_R1,bCoV Ultra man,FAM,Unknown,36.7367874,313.639834,32,N,Y,32_D5,N
D6,FALSE,7_14_S40mL-HI_R1,bCoV Ultra man,FAM,Unknown,38.4721032,110.233755,32,N,Y,32_D6,N
E4,FALSE,7_14_S40mL-HI_R2,bCoV Ultra man,FAM,Unknown,37.4818966,200.1902,32,N,Y,32_E4,N
E5,FALSE,7_14_S40mL-HI_R2,bCoV Ultra man,FAM,Unknown,38.9168907,84.3174956,32,N,Y,32_E5,N
E6,FALSE,7_14_S40mL-HI_R2,bCoV Ultra man,FAM,Unknown,40.8618517,26.1179331,32,N,Y,32_E6,N
F4,FALSE,7_14_S40mL-HI_R3,bCoV Ultra man,FAM,Unknown,Undetermined,,32,N,Y,32_F4,N
F5,FALSE,7_14_S40mL-HI_R3,bCoV Ultra man,FAM,Unknown,Undetermined,,32,N,Y,32_F5,N
F6,FALSE,7_14_S40mL-HI_R3,bCoV Ultra man,FAM,Unknown,33.1279377,2759.52847,32,N,Y,32_F6,N
A4,FALSE,7_14_S40mL+HI_R1,bCoV Ultra man,FAM,Unknown,34.1111884,1525.90316,32,N,Y,32_A4,N
A5,FALSE,7_14_S40mL+HI_R1,bCoV Ultra man,FAM,Unknown,33.8343738,1802.88023,32,N,Y,32_A5,N
A6,FALSE,7_14_S40mL+HI_R1,bCoV Ultra man,FAM,Unknown,33.9028327,1730.02265,32,N,Y,32_A6,N
B4,FALSE,7_14_S40mL+HI_R2,bCoV Ultra man,FAM,Unknown,30.6712932,12125.9772,32,N,Y,32_B4,N
B5,FALSE,7_14_S40mL+HI_R2,bCoV Ultra man,FAM,Unknown,30.7936115,11264.3761,32,N,Y,32_B5,N
B6,FALSE,7_14_S40mL+HI_R2,bCoV Ultra man,FAM,Unknown,30.5878571,12751.2049,32,N,Y,32_B6,N
C4,FALSE,7_14_S40mL+HI_R3,bCoV Ultra man,FAM,Unknown,31.2951259,8326.55403,32,N,Y,32_C4,N
C5,FALSE,7_14_S40mL+HI_R3,bCoV Ultra man,FAM,Unknown,30.9019144,10552.74,32,N,Y,32_C5,N
C6,FALSE,7_14_S40mL+HI_R3,bCoV Ultra man,FAM,Unknown,31.5676373,7065.64037,32,N,Y,32_C6,N
E7,FALSE,control_bCoV_F_1,bCoV Ultra man,FAM,Unknown,27.2998194,92470.0862,32,N,Y,32_E7,N
E8,FALSE,control_bCoV_F_1,bCoV Ultra man,FAM,Unknown,27.7142553,72035.5849,32,N,Y,32_E8,N
E9,FALSE,control_bCoV_F_1,bCoV Ultra man,FAM,Unknown,27.4641381,83753.0292,32,N,Y,32_E9,N
A1,FALSE,NTC,bCoV Ultra man,FAM,Negative Control,Undetermined,,32,N,Y,32_A1,N
A2,FALSE,NTC,bCoV Ultra man,FAM,Negative Control,Undetermined,,32,N,Y,32_A2,N
A3,FALSE,NTC,bCoV Ultra man,FAM,Negative Control,Undetermined,,32,N,Y,32_A3,N
B1,FALSE,10,N1 Twist man,FAM,Standard,36.7671422,10,34,Y,Y,34_B1,N
B2,TRUE,10,N1 Twist man,FAM,Standard,Undetermined,10,34,Y,Y,34_B2,N
B3,FALSE,10,N1 Twist man,FAM,Standard,36.9048232,10,34,Y,Y,34_B3,N
C1,FALSE,20,N1 Twist man,FAM,Standard,35.7837863,20,34,Y,Y,34_C1,N
C2,FALSE,20,N1 Twist man,FAM,Standard,35.7237744,20,34,Y,Y,34_C2,N
C3,TRUE,20,N1 Twist man,FAM,Standard,Undetermined,20,34,Y,Y,34_C3,N
D1,FALSE,100,N1 Twist man,FAM,Standard,33.7304985,100,34,Y,Y,34_D1,N
D2,FALSE,100,N1 Twist man,FAM,Standard,34.221917,100,34,Y,Y,34_D2,N
D3,FALSE,100,N1 Twist man,FAM,Standard,33.1110249,100,34,Y,Y,34_D3,N
E1,FALSE,1.00E+03,N1 Twist man,FAM,Standard,30.4404893,1000,34,Y,Y,34_E1,N
E2,FALSE,1.00E+03,N1 Twist man,FAM,Standard,30.4519435,1000,34,Y,Y,34_E2,N
E3,FALSE,1.00E+03,N1 Twist man,FAM,Standard,30.2843972,1000,34,Y,Y,34_E3,N
F1,FALSE,1.00E+04,N1 Twist man,FAM,Standard,27.0360482,10000,34,Y,Y,34_F1,N
F2,FALSE,1.00E+04,N1 Twist man,FAM,Standard,27.1418009,10000,34,Y,Y,34_F2,N
F3,FALSE,1.00E+04,N1 Twist man,FAM,Standard,27.0068561,10000,34,Y,Y,34_F3,N
G1,FALSE,1.00E+05,N1 Twist man,FAM,Standard,23.4693153,100000,34,Y,Y,34_G1,N
G2,FALSE,1.00E+05,N1 Twist man,FAM,Standard,23.3889829,100000,34,Y,Y,34_G2,N
G3,FALSE,1.00E+05,N1 Twist man,FAM,Standard,23.4333066,100000,34,Y,Y,34_G3,N
B4,FALSE,10x_D_OSP_080420_1A,N1 Twist man,FAM,Unknown,26.415193,14319.394,34,Y,Y,34_B4,N
B5,FALSE,10x_D_OSP_080420_1A,N1 Twist man,FAM,Unknown,26.2113304,16486.765,34,Y,Y,34_B5,N
B6,FALSE,10x_D_OSP_080420_1A,N1 Twist man,FAM,Unknown,26.3104264,15395.0587,34,Y,Y,34_B6,N
F4,FALSE,10x_D_OSP_080420_1B,N1 Twist man,FAM,Unknown,25.3350895,30215.6096,34,Y,Y,34_F4,N
F5,FALSE,10x_D_OSP_080420_1B,N1 Twist man,FAM,Unknown,25.3401779,30109.4992,34,Y,Y,34_F5,N
F6,FALSE,10x_D_OSP_080420_1B,N1 Twist man,FAM,Unknown,25.3571733,29757.7829,34,Y,Y,34_F6,N
B7,FALSE,10x_D_OSP_080420_1C,N1 Twist man,FAM,Unknown,25.2783401,31424.6641,34,Y,Y,34_B7,N
B8,FALSE,10x_D_OSP_080420_1C,N1 Twist man,FAM,Unknown,25.2916828,31136.1169,34,Y,Y,34_B8,N
B9,FALSE,10x_D_OSP_080420_1C,N1 Twist man,FAM,Unknown,25.3221125,30487.917,34,Y,Y,34_B9,N
F7,FALSE,10x_D_OSP_080420_1D,N1 Twist man,FAM,Unknown,25.3716541,29461.349,34,Y,Y,34_F7,N
F8,FALSE,10x_D_OSP_080420_1D,N1 Twist man,FAM,Unknown,25.3750067,29393.1411,34,Y,Y,34_F8,N
F9,FALSE,10x_D_OSP_080420_1D,N1 Twist man,FAM,Unknown,25.4914769,27119.0955,34,Y,Y,34_F9,N
B10,FALSE,10x_D_OSP_080420_1E,N1 Twist man,FAM,Unknown,25.0862998,35886.5539,34,Y,Y,34_B10,N
B11,FALSE,10x_D_OSP_080420_1E,N1 Twist man,FAM,Unknown,25.0488018,36829.0663,34,Y,Y,34_B11,N
B12,FALSE,10x_D_OSP_080420_1E,N1 Twist man,FAM,Unknown,25.1200596,35058.6502,34,Y,Y,34_B12,N
F10,FALSE,10x_D_OSP_080420_1F,N1 Twist man,FAM,Unknown,25.1199497,35061.3138,34,Y,Y,34_F10,N
F11,FALSE,10x_D_OSP_080420_1F,N1 Twist man,FAM,Unknown,24.9868314,38441.2639,34,Y,Y,34_F11,N
F12,FALSE,10x_D_OSP_080420_1F,N1 Twist man,FAM,Unknown,25.1250084,34938.9064,34,Y,Y,34_F12,N
D4,FALSE,1x_D_OSP_080420_1A,N1 Twist man,FAM,Unknown,21.8676703,332155.959,34,Y,Y,34_D4,N
D5,FALSE,1x_D_OSP_080420_1A,N1 Twist man,FAM,Unknown,22.1389977,275343.349,34,Y,Y,34_D5,N
D6,FALSE,1x_D_OSP_080420_1A,N1 Twist man,FAM,Unknown,22.0394572,294959.326,34,Y,Y,34_D6,N
H4,FALSE,1x_D_OSP_080420_1B,N1 Twist man,FAM,Unknown,22.2349403,257672.048,34,Y,Y,34_H4,N
H5,FALSE,1x_D_OSP_080420_1B,N1 Twist man,FAM,Unknown,22.3468497,238487.681,34,Y,Y,34_H5,N
H6,FALSE,1x_D_OSP_080420_1B,N1 Twist man,FAM,Unknown,22.2906439,247937.393,34,Y,Y,34_H6,N
D7,FALSE,1x_D_OSP_080420_1C,N1 Twist man,FAM,Unknown,22.2866723,248619.109,34,Y,Y,34_D7,N
D8,FALSE,1x_D_OSP_080420_1C,N1 Twist man,FAM,Unknown,22.3274822,241702.498,34,Y,Y,34_D8,N
D9,FALSE,1x_D_OSP_080420_1C,N1 Twist man,FAM,Unknown,22.3518806,237659.603,34,Y,Y,34_D9,N
H7,FALSE,1x_D_OSP_080420_1D,N1 Twist man,FAM,Unknown,22.2426275,256306.251,34,Y,Y,34_H7,N
H8,FALSE,1x_D_OSP_080420_1D,N1 Twist man,FAM,Unknown,22.2529851,254477.438,34,Y,Y,34_H8,N
